Postcode,Suburb,State
3057,BRUNSWICK EAST,VIC
3056,BRUNSWICK LOWER,VIC
3056,BRUNSWICK NORTH,VIC
3055,BRUNSWICK SOUTH,VIC
3055,BRUNSWICK WEST,VIC
3885,BRUTHEN,VIC
3375,BUANGOR,VIC
3885,BUCHAN,VIC
3885,BUCHAN SOUTH,VIC
3740,BUCKLAND,VIC
3240,BUCKLEY,VIC
3301,BUCKLEY SWAMP,VIC
3525,BUCKRABANYULE,VIC
3862,BUDGEE BUDGEE,VIC
3870,BUDGEREE,VIC
3579,BUDGERUM EAST,VIC
3958,BUFFALO,VIC
3737,BUFFALO RIVER,VIC
3314,BULART,VIC
3890,BULDAH,VIC
3586,BULGA,VIC
3377,BULGANA,VIC
3428,BULLA,VIC
3266,BULLAHARRE,VIC
3352,BULLAROOK,VIC
3461,BULLARTO,VIC
3461,BULLARTO SOUTH,VIC
3105,BULLEEN,VIC
3437,BULLENGAROOK,VIC
3700,BULLIOH,VIC
3875,BULLUMWAAL,VIC
3821,BULN BULN,VIC
3821,BULN BULN EAST,VIC
3902,BUMBERRAH,VIC
3634,BUNBARTHA,VIC
3851,BUNDALAGUAH,VIC
3730,BUNDALONG,VIC
3730,BUNDALONG SOUTH,VIC
3898,BUNDARA,VIC
3342,BUNDING,VIC
3083,BUNDOORA,VIC
3465,BUNG BONG,VIC
3260,BUNGADOR,VIC
3334,BUNGAL,VIC
3401,BUNGALALLY,VIC
3352,BUNGAREE,VIC
3726,BUNGEET,VIC
3726,BUNGEET WEST,VIC
3691,BUNGIL,VIC
3527,BUNGULUKE,VIC
3357,BUNINYONG,VIC
3352,BUNKERS HILL,VIC
3815,BUNYIP,VIC
3815,BUNYIP NORTH,VIC
3858,BURAGWONDUC,VIC
3568,BURKES BRIDGE,VIC
3475,BURKES FLAT,VIC
3371,BURNBANK,VIC
3558,BURNEWANG,VIC
3121,BURNLEY,VIC
3121,BURNLEY NORTH,VIC
3023,BURNSIDE,VIC
3023,BURNSIDE HEIGHTS,VIC
3559,BURRAMBOOT,VIC
3730,BURRAMINE,VIC
3730,BURRAMINE SOUTH,VIC
3709,BURROWYE,VIC
3352,BURRUMBEET,VIC
3125,BURWOOD,VIC
3151,BURWOOD EAST,VIC
3151,BURWOOD HEIGHTS,VIC
3281,BUSHFIELD,VIC
3860,BUSHY PARK,VIC
3885,BUTCHERS RIDGE,VIC
3711,BUXTON,VIC
3301,BYADUK,VIC
3300,BYADUK NORTH,VIC
3678,BYAWATHA,VIC
3762,BYLANDS,VIC
3617,BYRNESIDE,VIC
3505,CABARITA,VIC
3364,CABBAGE TREE,VIC
3889,CABBAGE TREE CREEK,VIC
3442,CADELLO,VIC
3023,CAIRNLEA,VIC
3037,CALDER PARK,VIC
3984,CALDERMEADE,VIC
3556,CALIFORNIA GULLY,VIC
3573,CALIVIL,VIC
3387,CALLAWADDA,VIC
3844,CALLIGNEE,VIC
3844,CALLIGNEE NORTH,VIC
3844,CALLIGNEE SOUTH,VIC
3971,CALROSSIE,VIC
3875,CALULU,VIC
3779,CAMBARVILLE,VIC
3124,CAMBERWELL,VIC
3126,CAMBERWELL EAST,VIC
3124,CAMBERWELL NORTH,VIC
3124,CAMBERWELL SOUTH,VIC
3124,CAMBERWELL WEST,VIC
3352,CAMBRIAN HILL,VIC
3061,CAMPBELLFIELD,VIC
3387,CAMPBELLS BRIDGE,VIC
3451,CAMPBELLS CREEK,VIC
3556,CAMPBELLS FOREST,VIC
3364,CAMPBELLTOWN,VIC
3260,CAMPERDOWN,VIC
3350,CANADIAN,VIC
3537,CANARY ISLAND,VIC
3630,CANIAMBO,VIC
3890,CANN RIVER,VIC
3540,CANNIE,VIC
3977,CANNONS CREEK,VIC
3393,CANNUM,VIC
3126,CANTERBURY,VIC
3305,CAPE BRIDGEWATER,VIC
3351,CAPE CLEAR,VIC
3888,CAPE CONRAN,VIC
3233,CAPE OTWAY,VIC
3995,CAPE PATERSON,VIC
3939,CAPE SCHANCK,VIC
3925,CAPE WOOLAMAI,VIC
3940,CAPEL SOUND,VIC
3579,CAPELS CROSSING,VIC
3623,CARAG CARAG,VIC
3371,CARALULUP,VIC
3274,CARAMUT,VIC
3477,CARAPOOEE,VIC
3477,CARAPOOEE WEST,VIC
3312,CARAPOOK,VIC
3678,CARBOOR,VIC
3352,CARDIGAN,VIC
3352,CARDIGAN VILLAGE,VIC
3978,CARDINIA,VIC
3496,CARDROSS,VIC
3334,CARGERIE,VIC
3512,CARINA,VIC
3825,CARINGAL,VIC
3464,CARISBROOK,VIC
3239,CARLISLE RIVER,VIC
3442,CARLSRUHE,VIC
3053,CARLTON,VIC
3054,CARLTON NORTH,VIC
3053,CARLTON SOUTH,VIC
3685,CARLYLE,VIC
3163,CARNEGIE,VIC
3351,CARNGHAM,VIC
3023,CAROLINE SPRINGS,VIC
3260,CARPENDEIT,VIC
3844,CARRAJUNG,VIC
3844,CARRAJUNG LOWER,VIC
3844,CARRAJUNG SOUTH,VIC
3361,CARRANBALLAC,VIC
3480,CARRON,VIC
3197,CARRUM,VIC
3201,CARRUM DOWNS,VIC
3494,CARWARP,VIC
3305,CASHMORE,VIC
3898,CASSILIS,VIC
3777,CASTELLA,VIC
3311,CASTERTON,VIC
3691,CASTLE CREEK,VIC
3585,CASTLE DONNINGTON,VIC
3450,CASTLEMAINE,VIC
3981,CATANI,VIC
3377,CATHCART,VIC
3714,CATHKIN,VIC
3537,CATUMNAL,VIC
3162,CAULFIELD,VIC
3145,CAULFIELD EAST,VIC
3161,CAULFIELD JUNCTION,VIC
3161,CAULFIELD NORTH,VIC
3162,CAULFIELD SOUTH,VIC
3660,CAVEAT,VIC
3314,CAVENDISH,VIC
3145,CENTRAL PARK,VIC
3221,CERES,VIC
3148,CHADSTONE,VIC
3148,CHADSTONE CENTRE,VIC
3890,CHANDLERS CREEK,VIC
3352,CHAPEL FLAT,VIC
3239,CHAPPLE VALE,VIC
3318,CHARAM,VIC
3217,CHARLEMONT,VIC
3695,CHARLEROI,VIC
3525,CHARLTON,VIC
3379,CHATSWORTH,VIC
3196,CHELSEA,VIC
3196,CHELSEA HEIGHTS,VIC
3192,CHELTENHAM,VIC
3192,CHELTENHAM EAST,VIC
3351,CHEPSTOWE,VIC
3434,CHEROKEE,VIC
3401,CHERRYPOOL,VIC
3678,CHESHUNT,VIC
3678,CHESHUNT SOUTH,VIC
3725,CHESNEY VALE,VIC
3312,CHETWYND,VIC
3451,CHEWTON,VIC
3451,CHEWTON BUSHLANDS,VIC
3824,CHILDERS,VIC
3585,CHILLINGOLLAH,VIC
3683,CHILTERN,VIC
3683,CHILTERN VALLEY,VIC
3544,CHINANGIN,VIC
3546,CHINKAPOOK,VIC
3756,CHINTIN,VIC
3116,CHIRNSIDE PARK,VIC
3525,CHIRRIP,VIC
3260,CHOCOLYN,VIC
3775,CHRISTMAS HILLS,VIC
3777,CHUM CREEK,VIC
3842,CHURCHILL,VIC
3925,CHURCHILL ISLAND,VIC
3373,CHUTE,VIC
3352,CLARENDON,VIC
3352,CLARETOWN,VIC
3169,CLARINDA,VIC
3430,CLARKEFIELD,VIC
3352,CLARKES HILL,VIC
3168,CLAYTON,VIC
3169,CLAYTON SOUTH,VIC
3409,CLEAR LAKE,VIC
3782,CLEMATIS,VIC
3875,CLIFTON CREEK,VIC
3068,CLIFTON HILL,VIC
3222,CLIFTON SPRINGS,VIC
3658,CLONBINANE,VIC
3315,CLOVER FLAT,VIC
3822,CLOVERLEA,VIC
3889,CLUB TERRACE,VIC
3370,CLUNES,VIC
3978,CLYDE,VIC
3978,CLYDE NORTH,VIC
3851,CLYDEBANK,VIC
3461,CLYDESDALE,VIC
3825,COALVILLE,VIC
3851,COBAINS,VIC
3442,COBAW,VIC
3862,COBBANNAH,VIC
3900,COBBERAS,VIC
3338,COBBLEBANK,VIC
3266,COBDEN,VIC
3643,COBRAM,VIC
3644,COBRAM,VIC
3644,COBRAM EAST,VIC
3266,COBRICO,VIC
3898,COBUNGRA,VIC
3058,COBURG,VIC
3058,COBURG NORTH,VIC
3546,COCAMBA,VIC
3475,COCHRANES CREEK,VIC
3781,COCKATOO,VIC
3030,COCOROC,VIC
3285,CODRINGTON,VIC
3364,COGHILLS CREEK,VIC
3568,COHUNA,VIC
3340,COIMADAI,VIC
3542,COKUM,VIC
3250,COLAC,VIC
3707,COLAC COLAC,VIC
3250,COLAC EAST,VIC
3250,COLAC WEST,VIC
3559,COLBINABBIN,VIC
3342,COLBROOK,VIC
3770,COLDSTREAM,VIC
3315,COLERAINE,VIC
3494,COLIGNAN,VIC
3066,COLLINGWOOD,VIC
3066,COLLINGWOOD NORTH,VIC
8003,COLLINS STREET EAST,VIC
8007,COLLINS STREET WEST,VIC
3630,COLLIVER,VIC
3889,COMBIENBAR,VIC
3384,CONCONGELLA,VIC
3303,CONDAH,VIC
3286,CONDAH SWAMP,VIC
3633,CONGUPNA,VIC
3227,CONNEWARRE,VIC
3318,CONNEWIRRICOO,VIC
3315,COOJAR,VIC
3048,COOLAROO,VIC
3616,COOMA,VIC
3629,COOMBOONA,VIC
3461,COOMOORA,VIC
3860,COONGULLA,VIC
3477,COONOOER BRIDGE,VIC
3477,COONOOER WEST,VIC
3825,COOPERS CREEK,VIC
3268,COORIEMUNGLE,VIC
3480,COPE COPE,VIC
3814,CORA LYNN,VIC
3480,CORACK,VIC
3480,CORACK EAST,VIC
3249,CORAGULAC,VIC
3691,CORAL BANK,VIC
3352,CORINDHAP,VIC
3984,CORINELLA,VIC
3214,CORIO,VIC
3311,CORNDALE,VIC
3551,CORNELLA,VIC
3683,CORNISHTOWN,VIC
3984,CORONET BAY,VIC
3559,COROP,VIC
3558,COROP WEST,VIC
3254,COROROOKE,VIC
3888,CORRINGLE,VIC
3707,CORRYONG,VIC
3249,CORUNNUN,VIC
3631,COSGROVE,VIC
3631,COSGROVE SOUTH,VIC
3523,COSTERFIELD,VIC
3101,COTHAM,VIC
3465,COTSWOLD,VIC
3099,COTTLES BRIDGE,VIC
3862,COWA,VIC
3506,COWANGIE,VIC
3922,COWES,VIC
3268,COWLEYS CREEK,VIC
3857,COWWARR,VIC
3465,CRAIGIE,VIC
3064,CRAIGIEBURN,VIC
3977,CRANBOURNE,VIC
3977,CRANBOURNE EAST,VIC
3977,CRANBOURNE NORTH,VIC
3977,CRANBOURNE SOUTH,VIC
3977,CRANBOURNE WEST,VIC
3669,CREEK JUNCTION,VIC
3551,CREEK VIEW,VIC
3666,CREIGHTONS CREEK,VIC
3121,CREMORNE,VIC
3322,CRESSY,VIC
3363,CRESWICK,VIC
3363,CRESWICK NORTH,VIC
3919,CRIB POINT,VIC
3193,CROMER,VIC
3858,CROOKAYAN,VIC
3862,CROOKED RIVER,VIC
3041,CROSS KEYS,VIC
3373,CROSS ROADS,VIC
3283,CROSSLEY,VIC
3821,CROSSOVER,VIC
3377,CROWLANDS,VIC
3301,CROXTON EAST,VIC
3136,CROYDON,VIC
3136,CROYDON HILLS,VIC
3136,CROYDON NORTH,VIC
3136,CROYDON SOUTH,VIC
3393,CRYMELON,VIC
3714,CRYSTAL CREEK,VIC
3265,CUDGEE,VIC
3705,CUDGEWA,VIC
3530,CULGOA,VIC
3315,CULLA,VIC
3568,CULLEN,VIC
3496,CULLULLERAINE,VIC
3251,CUNDARE,VIC
3251,CUNDARE NORTH,VIC
3268,CURDIES RIVER,VIC
3268,CURDIEVALE,VIC
3222,CURLEWIS,VIC
3483,CURYO,VIC
3385,DADSWELLS BRIDGE,VIC
3465,DAISY HILL,VIC
3341,DALES CREEK,VIC
3047,DALLAS,VIC
3981,DALMORE,VIC
3568,DALTONS BRIDGE,VIC
3477,DALYENONG,VIC
3992,DALYSTON,VIC
3175,DANDENONG,VIC
3175,DANDENONG EAST,VIC
3175,DANDENONG NORTH,VIC
3164,DANDENONG SOUTH,VIC
3175,DANDENONG SOUTH,VIC
3737,DANDONGADALE,VIC
3862,DARGO,VIC
3340,DARLEY,VIC
3871,DARLIMURLA,VIC
3145,DARLING,VIC
3145,DARLING SOUTH,VIC
3271,DARLINGTON,VIC
3822,DARNUM,VIC
3756,DARRAWEIT GUIM,VIC
3851,DARRIMAN,VIC
3304,DARTMOOR,VIC
3701,DARTMOUTH,VIC
3858,DAWSON,VIC
3460,DAYLESFORD,VIC
3363,DEAN,VIC
3235,DEANS MARSH,VIC
3336,DEANSIDE,VIC
3888,DEDDICK VALLEY,VIC
3691,DEDERANG,VIC
3385,DEEP LEAD,VIC
3103,DEEPDENE,VIC
3023,DEER PARK,VIC
3022,DEER PARK EAST,VIC
3023,DEER PARK NORTH,VIC
3356,DELACOMBE,VIC
3037,DELAHEY,VIC
3723,DELATITE,VIC
3871,DELBURN,VIC
3888,DELEGATE RIVER,VIC
3186,DENDY,VIC
3377,DENICULL CREEK,VIC
3858,DENISON,VIC
3280,DENNINGTON,VIC
3461,DENVER,VIC
3875,DEPTFORD,VIC
3516,DERBY,VIC
3352,DEREEL,VIC
3312,DERGHOLM,VIC
3026,DERRIMUT,VIC
3523,DERRINAL,VIC
3325,DERRINALLUM,VIC
3726,DEVENISH,VIC
3714,DEVILS RIVER,VIC
3977,DEVON MEADOWS,VIC
3971,DEVON NORTH,VIC
3808,DEWHURST,VIC
3610,DHURRINGILE,VIC
3089,DIAMOND CREEK,VIC
3309,DIGBY,VIC
3427,DIGGERS REST,VIC
3561,DIGGORA,VIC
3414,DIMBOOLA,VIC
3571,DINGEE,VIC
3172,DINGLEY VILLAGE,VIC
3579,DINGWALL,VIC
3898,DINNER PLAIN,VIC
3265,DIXIE,VIC
3775,DIXONS CREEK,VIC
3377,DOBIE,VIC
3678,DOCKER,VIC
3678,DOCKERS PLAINS,VIC
3008,DOCKLANDS,VIC
8012,DOCKLANDS,VIC
3895,DOCTORS FLAT,VIC
3871,DOLLAR,VIC
3139,DON VALLEY,VIC
3480,DONALD,VIC
3108,DONCASTER,VIC
3109,DONCASTER EAST,VIC
3109,DONCASTER HEIGHTS,VIC
3064,DONNYBROOK,VIC
3111,DONVALE,VIC
3478,DOOBOOBETIC,VIC
3401,DOOEN,VIC
3646,DOOKIE,VIC
3647,DOOKIE COLLEGE,VIC
3754,DOREEN,VIC
3312,DORODONG,VIC
3893,DOUBLE BRIDGES,VIC
3409,DOUGLAS,VIC
3177,DOVETON,VIC
3249,DREEITE,VIC
3249,DREEITE SOUTH,VIC
3840,DRIFFIELD,VIC
3304,DRIK DRIK,VIC
3936,DROMANA,VIC
3660,DROPMORE,VIC
3818,DROUIN,VIC
3818,DROUIN EAST,VIC
3818,DROUIN SOUTH,VIC
3818,DROUIN WEST,VIC
3636,DRUMANURE,VIC
3304,DRUMBORG,VIC
3215,DRUMCONDRA,VIC
3570,DRUMMARTIN,VIC
3461,DRUMMOND,VIC
3446,DRUMMOND NORTH,VIC
3401,DRUNG,VIC
3461,DRY DIGGINGS,VIC
3222,DRYSDALE,VIC
3409,DUCHEMBEGARRA,VIC
3956,DUMBALK,VIC
3956,DUMBALK NORTH,VIC
3527,DUMOSA,VIC
3371,DUNACH,VIC
3271,DUNDONNELL,VIC
3175,DUNEARN,VIC
3294,DUNKELD,VIC
3630,DUNKIRK,VIC
3472,DUNLUCE,VIC
3377,DUNNEWORTHY,VIC
3352,DUNNSTOWN,VIC
3472,DUNOLLY,VIC
3312,DUNROBIN,VIC
3342,DURDIDWARRAH,VIC
3352,DURHAM LEAD,VIC
3576,DURHAM OX,VIC
3851,DUTSON,VIC
3851,DUTSON DOWNS,VIC
3305,DUTTON WAY,VIC
3323,DUVERNEY,VIC
3878,EAGLE POINT,VIC
3556,EAGLEHAWK,VIC
3556,EAGLEHAWK NORTH,VIC
3084,EAGLEMONT,VIC
3669,EARLSTON,VIC
3875,EAST BAIRNSDALE,VIC
3550,EAST BENDIGO,VIC
3219,EAST GEELONG,VIC
3002,EAST MELBOURNE,VIC
8002,EAST MELBOURNE,VIC
3852,EAST SALE,VIC
3678,EAST WANGARATTA,VIC
3799,EAST WARBURTON,VIC
3231,EASTERN VIEW,VIC
3463,EASTVILLE,VIC
3875,EASTWOOD,VIC
3691,EBDEN,VIC
3564,ECHUCA,VIC
3564,ECHUCA SOUTH,VIC
3564,ECHUCA VILLAGE,VIC
3564,ECHUCA WEST,VIC
3265,ECKLIN SOUTH,VIC
3472,EDDINGTON,VIC
3757,EDEN PARK,VIC
3318,EDENHOPE,VIC
3444,EDGECOMBE,VIC
3678,EDI,VIC
3678,EDI UPPER,VIC
3196,EDITHVALE,VIC
3461,EGANSTOWN,VIC
3713,EILDON,VIC
3334,ELAINE,VIC
3746,ELDORADO,VIC
3461,ELEVATED PLAINS,VIC
3266,ELINGAMITE,VIC
3266,ELINGAMITE NORTH,VIC
3921,ELIZABETH ISLAND,VIC
3875,ELLASWOOD,VIC
3265,ELLERSLIE,VIC
3250,ELLIMINYT,VIC
3821,ELLINBANK,VIC
3469,ELMHURST,VIC
3558,ELMORE,VIC
3448,ELPHINSTONE,VIC
3185,ELSTERNWICK,VIC
3095,ELTHAM,VIC
3095,ELTHAM NORTH,VIC
3184,ELWOOD,VIC
3782,EMERALD,VIC
3475,EMU,VIC
3551,EMU CREEK,VIC
3802,ENDEAVOUR HILLS,VIC
3352,ENFIELD,VIC
3407,ENGLEFIELD,VIC
3723,ENOCHS POINT,VIC
3895,ENSAY,VIC
3895,ENSAY NORTH,VIC
3551,EPPALOCK,VIC
3076,EPPING,VIC
3551,EPSOM,VIC
3352,ERCILDOUNE,VIC
3825,ERICA,VIC
3889,ERRINUNDRA,VIC
3701,ESKDALE,VIC
3730,ESMOND,VIC
3040,ESSENDON,VIC
3041,ESSENDON FIELDS,VIC
3041,ESSENDON NORTH,VIC
3040,ESSENDON WEST,VIC
3177,EUMEMMERRING,VIC
3251,EURACK,VIC
3350,EUREKA,VIC
3666,EUROA,VIC
3739,EUROBIN,VIC
3371,EVANSFORD,VIC
3377,EVERSLEY,VIC
3678,EVERTON,VIC
3678,EVERTON UPPER,VIC
3338,EXFORD,VIC
3338,EYNESBURY,VIC
3951,FAIRBANK,VIC
3078,FAIRFIELD,VIC
3231,FAIRHAVEN,VIC
3579,FAIRLEY,VIC
3561,FAIRY DELL,VIC
3875,FAIRY DELL,VIC
3699,FALLS CREEK,VIC
3451,FARADAY,VIC
3714,FAWCETT,VIC
3060,FAWKNER,VIC
3518,FENTONS CREEK,VIC
3237,FERGUSON,VIC
3458,FERN HILL,VIC
3864,FERNBANK,VIC
3821,FERNDALE,VIC
3518,FERNIHURST,VIC
3778,FERNSHAW,VIC
3156,FERNTREE GULLY,VIC
3786,FERNY CREEK,VIC
3024,FIELDSTONE,VIC
3518,FIERY FLAT,VIC
3939,FINGAL,VIC
3959,FISH CREEK,VIC
3585,FISH POINT,VIC
3342,FISKVILLE,VIC
3065,FITZROY,VIC
3068,FITZROY NORTH,VIC
3875,FLAGGY CREEK,VIC
3465,FLAGSTAFF,VIC
3851,FLAMINGO BEACH,VIC
3031,FLEMINGTON,VIC
3929,FLINDERS,VIC
8009,FLINDERS LANE,VIC
3550,FLORA HILL,VIC
3717,FLOWERDALE,VIC
3844,FLYNN,VIC
3844,FLYNNS CREEK,VIC
3011,FOOTSCRAY,VIC
3764,FORBES,VIC
3131,FOREST HILL,VIC
3875,FORGE CREEK,VIC
3236,FORREST,VIC
3960,FOSTER,VIC
3960,FOSTER NORTH,VIC
3557,FOSTERVILLE,VIC
3805,FOUNTAIN GATE,VIC
3323,FOXHOW,VIC
3265,FRAMLINGHAM,VIC
3265,FRAMLINGHAM EAST,VIC
3461,FRANKLINFORD,VIC
3199,FRANKSTON,VIC
3199,FRANKSTON EAST,VIC
3199,FRANKSTON HEIGHTS,VIC
3200,FRANKSTON NORTH,VIC
3199,FRANKSTON SOUTH,VIC
3336,FRASER RISE,VIC
3741,FREEBURGH,VIC
3921,FRENCH ISLAND,VIC
3384,FRENCHMANS,VIC
3217,FRESHWATER CREEK,VIC
3451,FRYERSTOWN,VIC
3851,FULHAM,VIC
3825,FUMINA,VIC
3825,FUMINA SOUTH,VIC
3381,FYANS CREEK,VIC
3218,FYANSFORD,VIC
3723,GAFFNEYS CREEK,VIC
3822,GAINSBOROUGH,VIC
3568,GANNAWARRA,VIC
3737,GAPSTED,VIC
3207,GARDEN CITY,VIC
3185,GARDENVALE,VIC
3814,GARFIELD,VIC
3814,GARFIELD NORTH,VIC
3352,GARIBALDI,VIC
3265,GARVOC,VIC
3691,GATEWAY ISLAND,VIC
3407,GATUM,VIC
3289,GAZETTE,VIC
3220,GEELONG,VIC
3221,GEELONG MC,VIC
3215,GEELONG NORTH,VIC
3218,GEELONG WEST,VIC
3885,GELANTIPY,VIC
3239,GELLIBRAND,VIC
3237,GELLIBRAND LOWER,VIC
3971,GELLIONDALE,VIC
3783,GEMBROOK,VIC
3891,GENOA,VIC
3833,GENTLE ANNIE,VIC
3700,GEORGES CREEK,VIC
3546,GERAHMIN,VIC
3418,GERANG GERUNG,VIC
3249,GERANGAMETE,VIC
3387,GERMANIA,VIC
3741,GERMANTOWN,VIC
3289,GERRIGERRUP,VIC
3240,GHERANG,VIC
3331,GHERINGHAP,VIC
3717,GHIN GHIN,VIC
3851,GIFFARD,VIC
3851,GIFFARD WEST,VIC
3480,GIL GIL,VIC
3072,GILBERTON,VIC
3797,GILDEROY,VIC
3616,GILLIESTON,VIC
3858,GILLUM,VIC
3841,GIPPSLAND MC,VIC
3891,GIPSY POINT,VIC
3624,GIRGARRE,VIC
3616,GIRGARRE EAST,VIC
3437,GISBORNE,VIC
3437,GISBORNE SOUTH,VIC
3575,GLADFIELD,VIC
3043,GLADSTONE PARK,VIC
3797,GLADYSDALE,VIC
3979,GLEN ALVIE,VIC
3691,GLEN CREEK,VIC
3990,GLEN FORBES,VIC
3163,GLEN HUNTLY,VIC
3146,GLEN IRIS,VIC
3352,GLEN PARK,VIC
3898,GLEN VALLEY,VIC
3150,GLEN WAVERLEY,VIC
3898,GLEN WILLS,VIC
3238,GLENAIRE,VIC
3864,GLENALADALE,VIC
3517,GLENALBYN,VIC
3764,GLENAROUA,VIC
3352,GLENBRAE,VIC
3717,GLENBURN,VIC
3363,GLENDARUEL,VIC
3364,GLENDONALD,VIC
3858,GLENFALLOCH,VIC
3122,GLENFERRIE SOUTH,VIC
3266,GLENFYNE,VIC
3020,GLENGALA,VIC
3854,GLENGARRY,VIC
3854,GLENGARRY NORTH,VIC
3854,GLENGARRY WEST,VIC
3370,GLENGOWER,VIC
3444,GLENHOPE,VIC
3522,GLENHOPE EAST,VIC
3314,GLENISLA,VIC
3418,GLENLEE,VIC
3469,GLENLOFTY,VIC
3469,GLENLOGIE,VIC
3527,GLENLOTH,VIC
3527,GLENLOTH EAST,VIC
3451,GLENLUCE,VIC
3461,GLENLYON,VIC
3858,GLENMAGGIE,VIC
3340,GLENMORE,VIC
3385,GLENORCHY,VIC
3265,GLENORMISTON,VIC
3265,GLENORMISTON NORTH,VIC
3265,GLENORMISTON SOUTH,VIC
3469,GLENPATRICK,VIC
3675,GLENROWAN,VIC
3675,GLENROWAN WEST,VIC
3046,GLENROY,VIC
3293,GLENTHOMPSON,VIC
3851,GLOMAR BEACH,VIC
3221,GNARWARRE,VIC
3260,GNOTUK,VIC
3559,GOBARUP,VIC
3719,GOBUR,VIC
3851,GOLDEN BEACH,VIC
3555,GOLDEN GULLY,VIC
3350,GOLDEN POINT,VIC
3451,GOLDEN POINT,VIC
3465,GOLDEN POINT,VIC
3555,GOLDEN SQUARE,VIC
3435,GOLDIE,VIC
3472,GOLDSBOROUGH,VIC
3352,GONG GONG,VIC
3579,GONN CROSSING,VIC
3673,GOOMALIBEE,VIC
3875,GOON NURE,VIC
3888,GOONGERAH,VIC
3666,GOORAM,VIC
3685,GOORAMADDA,VIC
3725,GOORAMBAT,VIC
3557,GOORNONG,VIC
3477,GOOROC,VIC
3305,GORAE,VIC
3305,GORAE WEST,VIC
3345,GORDON,VIC
3873,GORMANDALE,VIC
3412,GOROKE,VIC
3585,GOSCHEN,VIC
3723,GOUGHS BAY,VIC
3608,GOULBURN WEIR,VIC
3043,GOWANBRAE,VIC
3544,GOWANFORD,VIC
3669,GOWANGARDIE,VIC
3477,GOWAR EAST,VIC
3463,GOWER,VIC
3631,GRAHAMVALE,VIC
3314,GRAMPIANS,VIC
3870,GRAND RIDGE,VIC
3335,GRANGEFIELDS,VIC
3525,GRANITE FLAT,VIC
3875,GRANITE ROCK,VIC
3984,GRANTVILLE,VIC
3701,GRANYA,VIC
3409,GRASS FLAT,VIC
3302,GRASSDALE,VIC
3281,GRASSMERE,VIC
3477,GRAYS BRIDGE,VIC
3608,GRAYTOWN,VIC
3477,GRE GRE,VIC
3477,GRE GRE NORTH,VIC
3477,GRE GRE SOUTH,VIC
3685,GREAT SOUTHERN,VIC
3374,GREAT WESTERN,VIC
3537,GREDGWIN,VIC
3462,GREEN GULLY,VIC
3341,GREENDALE,VIC
3444,GREENHILL,VIC
3387,GREENS CREEK,VIC
3088,GREENSBOROUGH,VIC
3059,GREENVALE,VIC
3304,GREENWALD,VIC
3352,GRENVILLE,VIC
3675,GRETA,VIC
3675,GRETA SOUTH,VIC
3675,GRETA WEST,VIC
3234,GREY RIVER,VIC
3104,GREYTHORN,VIC
3315,GRINGEGALGONA,VIC
3315,GRITJURK,VIC
3216,GROVEDALE,VIC
3216,GROVEDALE EAST,VIC
3770,GRUYERE,VIC
3451,GUILDFORD,VIC
3566,GUNBOWER,VIC
3691,GUNDOWRING,VIC
3960,GUNYAH,VIC
3709,GUYS FOREST,VIC
3807,GUYS HILL,VIC
3401,GYMBOWEN,VIC
3351,HADDON,VIC
3046,HADFIELD,VIC
3803,HALLAM,VIC
3818,HALLORA,VIC
3381,HALLS GAP,VIC
3953,HALLSTON,VIC
3300,HAMILTON,VIC
3215,HAMLYN HEIGHTS,VIC
3188,HAMPTON,VIC
3188,HAMPTON EAST,VIC
3188,HAMPTON NORTH,VIC
3976,HAMPTON PARK,VIC
3675,HANSONVILLE,VIC
3360,HAPPY VALLEY,VIC
3549,HAPPY VALLEY,VIC
3453,HARCOURT,VIC
3453,HARCOURT NORTH,VIC
3806,HARKAWAY,VIC
3337,HARKNESS,VIC
3995,HARMERS HAVEN,VIC
3741,HARRIETVILLE,VIC
3317,HARROW,VIC
3616,HARSTON,VIC
3124,HARTWELL,VIC
3915,HASTINGS,VIC
3501,HATTAH,VIC
3465,HAVELOCK,VIC
3401,HAVEN,VIC
3737,HAVILAH,VIC
3287,HAWKESDALE,VIC
3862,HAWKHURST,VIC
3142,HAWKSBURN,VIC
3122,HAWTHORN,VIC
3123,HAWTHORN EAST,VIC
3122,HAWTHORN NORTH,VIC
3122,HAWTHORN WEST,VIC
3888,HAYDENS BOG,VIC
3966,HAZEL PARK,VIC
3658,HAZELDENE,VIC
3840,HAZELWOOD,VIC
3840,HAZELWOOD NORTH,VIC
3840,HAZELWOOD SOUTH,VIC
3777,HEALESVILLE,VIC
3777,HEALESVILLE MAIN STREET,VIC
3981,HEATH HILL,VIC
3523,HEATHCOTE,VIC
3758,HEATHCOTE JUNCTION,VIC
3523,HEATHCOTE SOUTH,VIC
3202,HEATHERTON,VIC
3305,HEATHMERE,VIC
3135,HEATHMONT,VIC
3134,HEATHWOOD,VIC
3967,HEDLEY,VIC
3084,HEIDELBERG,VIC
3081,HEIDELBERG HEIGHTS,VIC
3081,HEIDELBERG RGH,VIC
3081,HEIDELBERG WEST,VIC
3301,HENSLEY PARK,VIC
3312,HENTY,VIC
3461,HEPBURN,VIC
3461,HEPBURN SPRINGS,VIC
3218,HERNE HILL,VIC
3825,HERNES OAK,VIC
3442,HESKET,VIC
3321,HESSE,VIC
3273,HEXHAM,VIC
3858,HEYFIELD,VIC
