Suburb,State,Zip
ROUS,NSW,2477
ROUS MILL,NSW,2477
ROUS MILL,NSW,2477
ROUSE HILL,NSW,2155
ROUSE HILL,NSW,2155
ROWAN,NSW,2650
ROWELLA,TAS,7270
ROWENA,NSW,2387
ROWES BAY,QLD,4810
ROWLAND FLAT,SA,5352
ROWLANDS CREEK,NSW,2484
ROWSLEY,VIC,3340
ROWVILLE,VIC,3178
ROXBURGH PARK,VIC,3064
ROXBY DOWNS,SA,5725
ROXBY DOWNS STATION,SA,5725
ROXBY DOWNS STATION,SA,5725
ROYAL AUSTRALIAN NAVY WARSHIPS,WA,6958
ROYAL BRISBANE HOSPITAL,QLD,4029
ROYAL EXCHANGE,NSW,1225
ROYAL GEORGE,TAS,7213
ROYAL MELBOURNE HOSPITAL,VIC,3050
ROYAL MELBOURNE HOSPITAL,VIC,3050
ROYAL NATIONAL PARK,NSW,2232
ROYAL NATIONAL PARK,NSW,2232
ROYAL NATIONAL PARK,NSW,2232
ROYAL NORTH SHORE HOSPITAL,NSW,2065
ROYAL NORTH SHORE HOSPITAL,NSW,2065
ROYAL PARK,SA,5014
ROYALLA,NSW,2620
ROYSTON,QLD,4515
ROYSTON PARK,SA,5070
ROYSTON PARK,SA,5070
ROZELLE,NSW,2039
RUABON,WA,6280
RUBICON,VIC,3712
RUBY,VIC,3953
RUBY CREEK,NSW,4380
RUBY CREEK,NSW,4380
RUBYANNA,QLD,4670
RUBYANNA,QLD,4670
RUBYVALE,QLD,4702
RUBYVALE,QLD,4702
RUDALL,SA,5642
RUDDS GULLY,WA,6532
RUFFY,VIC,3666
RUFUS,NSW,2648
RUGBY,NSW,2583
RUKENVALE,NSW,2474
RULES BEACH,QLD,4674
RUM JUNGLE,NT,822
RUM JUNGLE,NT,822
RUN-O-WATERS,NSW,2580
RUNAWAY BAY,QLD,4216
RUNCORN,QLD,4113
RUNDLE MALL,SA,5000
RUNGOO,QLD,4849
RUNNING CREEK,VIC,3691
RUNNING CREEK,QLD,4287
RUNNING STREAM,NSW,2850
RUNNYFORD,NSW,2536
RUNNYMEDE,VIC,3558
RUNNYMEDE,QLD,4615
RUNNYMEDE,TAS,7190
RUPANYUP,VIC,3388
RURAL VIEW,QLD,4740
RUSE,NSW,2560
RUSH CREEK,QLD,4521
RUSHCUTTERS BAY,NSW,2011
RUSHES CREEK,NSW,2346
RUSHFORTH,NSW,2460
RUSHWORTH,VIC,3612
RUSHY LAGOON,TAS,7264
RUSSELL,ACT,2600
RUSSELL ISLAND,QLD,4184
RUSSELL ISLAND,QLD,4184
RUSSELL ISLAND,QLD,4184
RUSSELL LEA,NSW,2046
RUSSELL LEA,NSW,2046
RUSSELL VALE,NSW,2517
RUSSELL VALE,NSW,2517
RUSSELLS BRIDGE,VIC,3331
RUSSELLS BRIDGE,VIC,3331
RUTHERFORD,NSW,2320
RUTHERGLEN,VIC,3685
RUTHVEN,NSW,2480
RYAN,NSW,2658
RYAN,QLD,4825
RYANS,VIC,3875
RYANS,VIC,3875
RYANSBROOK,WA,6395
RYANSBROOK,WA,6395
RYANSBROOK,WA,6395
RYANSTON,VIC,3992
RYANSTON,VIC,3992
RYANSTON,VIC,3992
RYDAL,NSW,2790
RYDALMERE,NSW,2116
RYDALMERE,NSW,2116
RYDE,NSW,1680
RYDE,NSW,2112
RYE,VIC,3941
RYE PARK,NSW,2586
RYE PARK,NSW,2586
RYEFORD,QLD,4361
RYEFORD,QLD,4361
RYHOPE,NSW,2283
RYLSTONE,NSW,2849
RYTHDALE,VIC,3810
RYWUNG,QLD,4413
SABINA RIVER,WA,6280
SABINE,QLD,4401
SACKVILLE,NSW,2756
SACKVILLE NORTH,NSW,2756
SACKVILLE NORTH,NSW,2756
SADADEEN,NT,870
SADDLEBACK MOUNTAIN,NSW,2533
SADDLEWORTH,SA,5413
SADLEIR,NSW,2168
SADLIERS CROSSING,QLD,4305
SAFETY BAY,WA,6169
SAFETY BEACH,NSW,2456
SAFETY BEACH,VIC,3936
SAIBAI ISLAND,QLD,4875
SAIBAI ISLAND,QLD,4875
SAILORS FALLS,VIC,3461
SAILORS GULLY,VIC,3556
SAILORS HILL,VIC,3461
SAINTS,SA,5461
SALAMANDER BAY,NSW,2317
SALE,VIC,3850
SALE,VIC,3853
SALE EAST RAAF,VIC,3852
SALE EAST RAAF,VIC,3852
SALE EAST RAAF,VIC,3852
SALEM,SA,5255
SALEM,SA,5255
SALISBURY,NSW,2420
SALISBURY,QLD,4107
SALISBURY,SA,5108
SALISBURY DOWNS,SA,5108
SALISBURY DOWNS,SA,5108
SALISBURY EAST,QLD,4107
SALISBURY EAST,SA,5109
SALISBURY EAST,QLD,4107
SALISBURY EAST,SA,5109
SALISBURY EAST NORTHBRI AVE,SA,5109
SALISBURY EAST NORTHBRI AVE,SA,5109
SALISBURY EAST NORTHBRI AVE,SA,5109
SALISBURY EAST NORTHBRI AVE,SA,5109
SALISBURY HEIGHTS,SA,5109
SALISBURY HEIGHTS,SA,5109
SALISBURY NORTH,SA,5108
SALISBURY NORTH,SA,5108
SALISBURY NORTH WHITES ROAD,SA,5108
SALISBURY NORTH WHITES ROAD,SA,5108
SALISBURY NORTH WHITES ROAD,SA,5108
SALISBURY NORTH WHITES ROAD,SA,5108
SALISBURY PARK,SA,5109
SALISBURY PARK,SA,5109
SALISBURY PLAIN,SA,5109
SALISBURY PLAIN,SA,5109
SALISBURY PLAINS,NSW,2358
SALISBURY PLAINS,NSW,2358
SALISBURY PLAINS,NSW,2358
SALISBURY SOUTH,SA,5106
SALISBURY SOUTH,SA,5106
SALISBURY SOUTH BC,SA,5106
SALISBURY SOUTH BC,SA,5106
SALISBURY SOUTH BC,SA,5106
SALISBURY SOUTH DC,SA,5106
SALISBURY SOUTH DC,SA,5106
SALISBURY SOUTH DC,SA,5106
SALISBURY WEST,VIC,3517
SALISBURY WEST,VIC,3517
SALLYS FLAT,NSW,2850
SALMON GUMS,WA,6445
SALT ASH,NSW,2318
SALT CREEK,SA,5264
SALTER POINT,WA,6152
SALTER SPRINGS,SA,5401
SALTER SPRINGS,SA,5401
SALTIA,SA,5433
SALTWATER,NSW,2430
SALTWATER RIVER,TAS,7186
SALTWATER RIVER,TAS,7186
SAMARIA,VIC,3673
SAMFORD,QLD,4520
SAMFORD VALLEY,QLD,4520
SAMFORD VALLEY,QLD,4520
SAMFORD VILLAGE,QLD,4520
SAMFORD VILLAGE,QLD,4520
SAMPSON FLAT,SA,5114
SAMSON,WA,6163
SAMSONVALE,QLD,4520
SAMSONVALE,QLD,4520
SAN ISIDORE,NSW,2650
SAN REMO,NSW,2262
SAN REMO,VIC,3925
SAN REMO,WA,6210
SANCROX,NSW,2446
SANCTUARY COVE,QLD,4212
SANCTUARY POINT,NSW,2540
SANDALWOOD,SA,5309
SANDBAR,NSW,2428
SANDERGROVE,SA,5255
SANDERSTON,SA,5237
SANDFLY,TAS,7150
SANDFORD,VIC,3312
SANDFORD,TAS,7020
SANDGATE,NSW,2304
SANDGATE,QLD,4017
SANDGATE DC,QLD,4017
SANDGATE DC,QLD,4017
SANDHILL LAKE,VIC,3579
SANDHURST,VIC,3977
SANDHURST EAST,VIC,3550
SANDHURST EAST,VIC,3550
SANDIFORD,QLD,4740
SANDIGO,NSW,2700
SANDILANDS,NSW,2469
SANDILANDS,SA,5571
SANDLETON,SA,5356
SANDON,NSW,2463
SANDON,VIC,3462
SANDOVER,NT,872
SANDOWN VILLAGE,VIC,3171
SANDPALMS ROADHOUSE,NT,822
SANDPATCH,WA,6330
SANDRINGHAM,NSW,2219
SANDRINGHAM,VIC,3191
SANDRINGHAM,QLD,4701
SANDSPRINGS,WA,6532
SANDSTONE,WA,6639
SANDSTONE POINT,QLD,4511
SANDSTONE POINT,QLD,4511
SANDY BAY,TAS,7005
SANDY BAY,TAS,7006
SANDY BEACH,NSW,2456
SANDY CAMP,QLD,4361
SANDY CREEK,NSW,2338
SANDY CREEK,NSW,2835
SANDY CREEK,VIC,3695
SANDY CREEK,QLD,4515
SANDY CREEK,SA,5350
SANDY CROSSING,NSW,2460
SANDY FLAT,NSW,2372
SANDY GROVE,SA,5275
SANDY GROVE,SA,5275
SANDY GULLY,NSW,2729
SANDY GULLY,WA,6535
SANDY HILL,NSW,2372
SANDY HOLLOW,NSW,2333
SANDY POCKET,QLD,4871
SANDY POINT,NSW,2172
SANDY POINT,VIC,3959
SANDY RIDGES,QLD,4615
SANGER,NSW,2646
SANS SOUCI,NSW,2219
SANTA TERESA,NT,872
SAPPHIRE,NSW,2360
SAPPHIRE BEACH,NSW,2450
SAPPHIRE BEACH,NSW,2450
SAPPHIRE CENTRAL,QLD,4702
SAPPHIRE CENTRAL,QLD,4702
SAPPHIRETOWN,SA,5222
SAPPHIRETOWN,SA,5222
SARABAH,QLD,4275
SARATOGA,NSW,2251
SARGOOD,VIC,3858
SARINA,QLD,4737
SARINA BEACH,QLD,4737
SARINA BEACH,QLD,4737
SARINA RANGE,QLD,4737
SARINA RANGE,QLD,4737
SARSFIELD,VIC,3875
SASSAFRAS,NSW,2622
SASSAFRAS,VIC,3787
SASSAFRAS,TAS,7307
SASSAFRAS GULLY,VIC,3787
SASSAFRAS GULLY,VIC,3787
SAUMAREZ,NSW,2350
SAUMAREZ PONDS,NSW,2350
SAUMAREZ PONDS,NSW,2350
SAUNDERS BEACH,QLD,4818
SAVAGE RIVER,TAS,7321
SAVANNAH,QLD,4816
SAVERNAKE,NSW,2646
SAWMILL SETTLEMENT,VIC,3723
SAWPIT CREEK,NSW,2474
SAWTELL,NSW,2452
SAWYERS GULLY,NSW,2326
SAWYERS VALLEY,WA,6074
SAXBY,QLD,4822
SCADDAN,WA,6447
SCAMANDER,TAS,7215
SCARBOROUGH,NSW,2515
SCARBOROUGH,QLD,4020
SCARBOROUGH,WA,6019
SCARBOROUGH,WA,6922
SCARNESS,QLD,4655
SCARSDALE,VIC,3351
SCEALE BAY,SA,5680
SCHELL WELL,SA,5311
SCHEYVILLE,NSW,2756
SCHOFIELDS,NSW,2762
SCHROEDER,WA,6285
SCONE,NSW,2337
SCOPUS,TAS,7330
SCORESBY,VIC,3179
SCORESBY BC,VIC,3176
SCORESBY BC,VIC,3176
SCOTCHMANS LEAD,VIC,3352
SCOTCHTOWN,TAS,7330
SCOTCHY POCKET,QLD,4570
SCOTIA,NSW,2648
SCOTLAND ISLAND,NSW,2105
SCOTLAND ISLAND,NSW,2105
SCOTSBURN,VIC,3352
SCOTSDALE,WA,6333
SCOTT CREEK,SA,5153
SCOTT RIVER,WA,6288
SCOTT RIVER EAST,WA,6275
SCOTT RIVER EAST,WA,6275
SCOTTS BROOK,WA,6244
SCOTTS CREEK,NSW,2338
SCOTTS CREEK,VIC,3267
SCOTTS FLAT,NSW,2330
SCOTTS HEAD,NSW,2447
SCOTTSDALE,TAS,7260
SCOTTVILLE,QLD,4804
SCRUB CREEK,QLD,4313
SCRUBBY CREEK,QLD,4478
SCRUBBY CREEK,QLD,4570
SCRUBBY MOUNTAIN,QLD,4356
SCULLIN,ACT,2614
SEA ELEPHANT,TAS,7256
SEA LAKE,VIC,3533
SEABIRD,WA,6042
SEABROOK,VIC,3028
SEACLIFF,SA,5049
SEACLIFF PARK,SA,5049
SEACLIFF PARK,SA,5049
SEACOMBE,VIC,3851
SEACOMBE GARDENS,SA,5047
SEACOMBE GARDENS,SA,5047
SEACOMBE HEIGHTS,SA,5047
SEACOMBE HEIGHTS,SA,5047
SEAFORD,VIC,3198
SEAFORD,SA,5169
SEAFORD HEIGHTS,SA,5169
SEAFORD HEIGHTS,SA,5169
SEAFORD MEADOWS,SA,5169
SEAFORD MEADOWS,SA,5169
SEAFORD MEADOWS,SA,5169
SEAFORD MEADOWS,SA,5169
SEAFORD MEADOWS,SA,5169
SEAFORD RISE,SA,5169
SEAFORD RISE,SA,5169
SEAFORTH,NSW,2092
SEAFORTH,QLD,4741
SEAHAM,NSW,2324
SEAHAMPTON,NSW,2286
SEAHAMPTON,NSW,2286
SEAHOLME,VIC,3018
SEAL BAY,SA,5223
SEAL ROCKS,NSW,2423
SEASPRAY,VIC,3851
SEATON,VIC,3858
SEATON,SA,5023
SEAVIEW,VIC,3821
SEAVIEW DOWNS,SA,5049
SEAVIEW DOWNS,SA,5049
SEBASTIAN,VIC,3556
SEBASTOPOL,NSW,2666
SEBASTOPOL,VIC,3356
SEBASTOPOL,SA,5280
SECOND VALLEY,SA,5204
SECRET HARBOUR,WA,6173
SECRET ROCKS,SA,5611
SEDAN,SA,5353
SEDDON,VIC,3011
SEDDON,SA,5223
SEDDON WEST,VIC,3011
SEDDON WEST,VIC,3011
SEDGEFIELD,NSW,2330
SEDGWICK,VIC,3551
SEELANDS,NSW,2460
SEFTON,NSW,2162
SEFTON PARK,SA,5083
SEFTON PARK,SA,5083
SEGENHOE,NSW,2337
SEISIA,QLD,4876
SELBOURNE,TAS,7292
SELBY,VIC,3159
SELENE,QLD,4630
SELLHEIM,QLD,4816
SELLICKS BEACH,SA,5174
SELLICKS HILL,SA,5174
SELWYN,VIC,3737
SELWYN,QLD,4824
SEMAPHORE,SA,5019
SEMAPHORE PARK,SA,5019
SEMAPHORE PARK,SA,5019
SEMAPHORE SOUTH,SA,5019
SEMAPHORE SOUTH,SA,5019
SENIOR,SA,5268
SEPARATION CREEK,VIC,3234
SEPPELTSFIELD,SA,5355
SEPPINGS,WA,6330
SEPTIMUS,QLD,4754
SERPENTINE,VIC,3517
SERPENTINE,WA,6125
SERVICETON,VIC,3420
SETTLEMENT CITY,NSW,2444
SETTLEMENT CITY,NSW,2444
SEVEN HILLS,NSW,1730
SEVEN HILLS,NSW,2147
SEVEN HILLS,QLD,4170
SEVEN HILLS WEST,NSW,2147
SEVEN HILLS WEST,NSW,2147
SEVEN MILE BEACH,TAS,7170
SEVEN OAKS,NSW,2440
SEVEN OAKS,NSW,2440
SEVENHILL,SA,5453
SEVENTEEN MILE,QLD,4344
SEVENTEEN MILE ROCKS,QLD,4073
SEVENTEEN MILE ROCKS,QLD,4073
SEVENTEEN SEVENTY,QLD,4677
SEVENTY MILE,QLD,4820
SEVERNLEA,QLD,4380
SEVILLE,VIC,3139
SEVILLE EAST,VIC,3139
SEVILLE EAST,VIC,3139
SEVILLE GROVE,WA,6112
SEVILLE GROVE,WA,6112
SEVILLE GROVE,WA,6112
SEXTON,QLD,4570
SEXTONVILLE,NSW,2470
SEXTONVILLE,NSW,2470
SEYMOUR,VIC,3660
SEYMOUR,VIC,3661
SEYMOUR,TAS,7215
SEYMOUR SOUTH,VIC,3660
SEYMOUR SOUTH,VIC,3660
SHACKLETON,WA,6386
SHADFORTH,NSW,2800
SHADFORTH,WA,6333
SHADY CREEK,VIC,3821
SHAGGY RIDGE,SA,5434
SHAILER PARK,QLD,4128
SHALLOW BAY,NSW,2428
SHALLOW INLET,VIC,3960
SHALVEY,NSW,2770
SHANE PARK,NSW,2747
SHANES PARK,NSW,2747
SHANNON,WA,6262
SHANNON,TAS,7030
SHANNON BROOK,NSW,2470
SHANNON BROOK,NSW,2470
SHANNON VALE,NSW,2370
SHANNON VALE,NSW,2370
SHANNONDALE,NSW,2460
SHANNONDALE,NSW,2460
SHANNONS FLAT,NSW,2630
SHANNONS FLAT,NSW,2630
SHANNONVALE,VIC,3898
SHANNONVALE,QLD,4873
SHANNONVALE,VIC,3898
SHANNONVALE,QLD,4873
SHARK BAY,WA,6537
SHARK CREEK,NSW,2463
SHARON,QLD,4670
SHARPS CREEK,NSW,2729
SHAUGH,SA,5267
SHAW,QLD,4818
SHAYS FLAT,VIC,3377
SHE OAKS,VIC,3331
SHE OAKS,VIC,3331
SHEA-OAK LOG,SA,5371
SHEANS CREEK,VIC,3666
SHEAOAK FLAT,SA,5581
SHEARWATER,TAS,7307
SHEEDYS GULLY,NSW,2790
SHEEP HILLS,VIC,3392
SHEEP STATION CREEK,QLD,4515
SHEFFIELD,TAS,7306
SHEIDOW PARK,SA,5158
SHELBOURNE,VIC,3515
SHELBURNE,QLD,4874
SHELDON,QLD,4157
SHELFORD,VIC,3329
SHELL COVE,NSW,2529
SHELL POCKET,QLD,4855
SHELLEY,VIC,3701
SHELLEY,WA,6148
SHELLHARBOUR,NSW,2529
SHELLHARBOUR CITY CENTRE,NSW,2529
SHELLHARBOUR CITY CENTRE,NSW,2529
SHELLHARBOUR CITY CENTRE,NSW,2529
SHELLY BEACH,NSW,2261
SHELLY BEACH,QLD,4551
SHELLY BEACH,QLD,4810
SHENTON PARK,WA,6008
SHEPHERDS FLAT,VIC,3461
SHEPPARTON,VIC,3630
SHEPPARTON,VIC,3632
SHEPPARTON EAST,VIC,3631
SHEPPARTON EAST,VIC,3631
SHEPPARTON NORTH,VIC,3631
SHEPPARTON NORTH,VIC,3631
SHEPPARTON SOUTH,VIC,3630
SHEPPARTON SOUTH,VIC,3630
SHERBROOKE,VIC,3789
SHERINGA,SA,5607
SHERLOCK,SA,5301
SHERLOCK,WA,6714
SHERWOOD,NSW,2440
SHERWOOD,NSW,2450
SHERWOOD,NSW,2474
SHERWOOD,QLD,4075
SHERWOOD,SA,5267
SHIRBOURNE,QLD,4809
SHOAL BAY,NT,830
SHOAL BAY,NSW,2315
SHOAL POINT,QLD,4750
SHOALHAVEN HEADS,NSW,2535
SHOALWATER,QLD,4702
SHOALWATER,WA,6169
SHOOTERS HILL,NSW,2787
SHOREHAM,VIC,3916
SHOREWELL PARK,TAS,7320
SHORNCLIFFE,QLD,4017
SHORT,SA,5279
SHORTLAND,NSW,2307
SHORTLAND,NSW,2307
SHOTTS,WA,6225
SHUTE HARBOUR,QLD,4802
SIAM,SA,5717
SIDMOUTH,TAS,7270
SIDONIA,VIC,3444
SIESTA PARK,WA,6280
SILENT GROVE,NSW,2372
SILENT GROVE,NSW,2372
SILKSTONE,QLD,4304
SILKWOOD,QLD,4856
SILKWOOD EAST,QLD,4857
SILKWOOD EAST,QLD,4857
SILKY OAK,QLD,4854
SILVAN,VIC,3795
SILVER CREEK,QLD,4800
SILVER RIDGE,QLD,4352
SILVER SANDS,WA,6210
SILVER SPUR,QLD,4385
SILVER VALLEY,QLD,4872
SILVERBARK RIDGE,QLD,4124
SILVERDALE,NSW,2752
SILVERDALE,QLD,4307
SILVERLEAF,QLD,4605
SILVERLEAVES,VIC,3922
SILVERLEIGH,QLD,4401
SILVERTON,NSW,2880
SILVERTON,SA,5204
SILVERWATER,NSW,1811
SILVERWATER,NSW,2128
SILVERWATER,NSW,2264
SILVERWOOD,QLD,4370
SIMMIE,QLD,4454
SIMPKINS CREEK,NSW,2469
SIMPSON,NT,872
SIMPSON,VIC,3266
SIMPSON DESERT,SA,5734
SIMPSON DESERT,SA,5734
SIMPSONS BAY,TAS,7150
SIMPSONS BAY,TAS,7150
SIMPSONS CREEK,VIC,3888
SIMPSONS CREEK,VIC,3888
SIMSON,VIC,3465
SINAGRA,WA,6065
SINCLAIR,WA,6450
SINGLETON,NSW,2330
SINGLETON,WA,6175
SINGLETON DC,NSW,2330
SINGLETON DC,NSW,2330
SINGLETON HEIGHTS,NSW,2330
SINGLETON HEIGHTS,NSW,2330
SINGLETONS MILL,NSW,2775
SINGLETONS MILL,NSW,2775
SINNAMON PARK,QLD,4073
SIPPY DOWNS,QLD,4556
SIR SAMUEL,WA,6437
SISTERS BEACH,TAS,7321
SISTERS CREEK,TAS,7325
SIX MILE SWAMP,NSW,2469
SKELETON ROCK,WA,6426
SKENES CREEK,VIC,3233
SKENES CREEK NORTH,VIC,3233
SKENES CREEK NORTH,VIC,3233
SKENNARS HEAD,NSW,2478
SKIBO,VIC,3260
SKILLION FLAT,NSW,2440
SKINNERS FLAT,VIC,3518
SKINNERS SHOOT,NSW,2481
SKIPTON,VIC,3361
SKYE,VIC,3977
SKYE,SA,5072
SKYRING RESERVE,QLD,4671
SLACKS CREEK,QLD,4127
SLADE POINT,QLD,4740
SLADEVALE,QLD,4370
SLATY CREEK,VIC,3477
SLEAFORD,SA,5607
SLEEPY HOLLOW,NSW,2483
SLOPING MAIN,TAS,7186
SMEATON,VIC,3364
SMEATON GRANGE,NSW,2567
SMEATON GRANGE,NSW,2567
SMEATON GRANGE,NSW,2567
SMIGGIN HOLES,NSW,2624
SMITH BROOK,WA,6258
SMITHFIELD,NSW,2164
SMITHFIELD,QLD,4878
SMITHFIELD,SA,5114
SMITHFIELD PLAINS,SA,5114
SMITHFIELD PLAINS,SA,5114
SMITHFIELD WEST,NSW,2164
SMITHFIELD WEST,NSW,2164
SMITHLEA,QLD,4385
SMITHS BEACH,VIC,3922
SMITHS CREEK,NSW,2460
SMITHS CREEK,NSW,2474
SMITHS CREEK,NSW,2484
SMITHS GULLY,VIC,3760
SMITHS LAKE,NSW,2428
SMITHTON,TAS,7330
SMITHTOWN,NSW,2440
SMOKEYTOWN,VIC,3364
SMOKO,VIC,3741
SMOKY BAY,SA,5680
SMYTHES CREEK,VIC,3351
SMYTHESDALE,VIC,3351
SNAKE ISLAND,VIC,3971
SNAKE ISLAND,VIC,3971
SNAKE VALLEY,VIC,3351
SNAKES PLAIN,NSW,2824
SNOWBALL,NSW,2622
SNOWTOWN,SA,5520
SNOWY PLAIN,NSW,2628
SNUG,TAS,7054
SODWALLS,NSW,2790
SOFALA,NSW,2795
SOLDIERS HILL,VIC,3350
SOLDIERS HILL,QLD,4825
SOLDIERS POINT,NSW,2317
SOLOMON,SA,5641
SOLOMONTOWN,SA,5540
SOLOMONTOWN,SA,5540
SOLUS,WA,6207
SOMERS,VIC,3927
SOMERSBY,NSW,2250
SOMERSBY,NSW,2250
SOMERSET,QLD,4876
SOMERSET,TAS,7322
SOMERSET,QLD,4876
SOMERSET,TAS,7322
SOMERSET DAM,QLD,4312
SOMERSET DAM,QLD,4312
SOMERSET DAM,QLD,4312
SOMERTON,NSW,2340
SOMERTON,VIC,3062
SOMERTON PARK,VIC,3851
SOMERTON PARK,SA,5044
SOMERTON PARK,VIC,3851
SOMERTON PARK,SA,5044
SOMERVILLE,VIC,3912
SOMERVILLE,WA,6430
SOMMARIVA,QLD,4470
SOMME,QLD,4382
SORELL,TAS,7172
SORELL CREEK,TAS,7140
SORELL CREEK,TAS,7140
SORRENTO,VIC,3943
SORRENTO,WA,6020
SOUTH ALBURY,NSW,2640
SOUTH ALBURY,NSW,2640
SOUTH ARM,NSW,2449
SOUTH ARM,NSW,2460
SOUTH ARM,TAS,7022
SOUTH BALLINA,NSW,2478
SOUTH BALLINA,NSW,2478
SOUTH BATHURST,NSW,2795
SOUTH BATHURST,NSW,2795
SOUTH BINGERA,QLD,4670
SOUTH BODALLIN,WA,6424
SOUTH BOULDER,WA,6432
SOUTH BOWENFELS,NSW,2790
SOUTH BRIGHTON,SA,5048
SOUTH BRISBANE,QLD,4101
SOUTH BRISBANE BC,QLD,4101
SOUTH BRISBANE BC,QLD,4101
SOUTH BROKEN HILL,NSW,2880
SOUTH BRUNY,TAS,7150
SOUTH BUNBURY,WA,6230
SOUTH BURNIE,TAS,7320
SOUTH BURRACOPPIN,WA,6421
SOUTH CARNARVON,WA,6701
SOUTH CARNARVON,WA,6701
SOUTH COOGEE,NSW,2034
SOUTH DATATINE,WA,6317
SOUTH DATATINE,WA,6317
SOUTH DOODLAKINE,WA,6411
SOUTH DOODLAKINE,WA,6411
SOUTH DUDLEY,VIC,3995
SOUTH DUDLEY,VIC,3995
SOUTH DURRAS,NSW,2536
SOUTH EAST NANANGO,QLD,4615
SOUTH EAST NANANGO,QLD,4615
SOUTH EAST NANANGO,QLD,4615
SOUTH EAST NANANGO,QLD,4615
SOUTH END,QLD,4680
SOUTH EVANS HEAD,NSW,2473
SOUTH EVANS HEAD,NSW,2473
SOUTH FOREST,TAS,7330
SOUTH FOREST,TAS,7330
SOUTH FREMANTLE,WA,6162
SOUTH FREMANTLE,WA,6162
SOUTH GAP,SA,5713
SOUTH GEELONG,VIC,3220
SOUTH GEELONG,VIC,3220
SOUTH GLADSTONE,QLD,4680
SOUTH GLADSTONE,QLD,4680
SOUTH GLENCOE,WA,6317
SOUTH GLENCOE,WA,6317
SOUTH GOLDEN BEACH,NSW,2483
SOUTH GOLDEN BEACH,NSW,2483
SOUTH GRAFTON,NSW,2460
SOUTH GRAFTON,NSW,2460
SOUTH GRANVILLE,NSW,2142
SOUTH GRANVILLE,NSW,2142
SOUTH GREENOUGH,WA,6528
SOUTH GREENOUGH,WA,6528
SOUTH GUILDFORD,WA,6055
SOUTH GUILDFORD,WA,6055
SOUTH GUNDAGAI,NSW,2722
SOUTH GUNDAGAI,NSW,2722
SOUTH GUNDURIMBA,NSW,2480
SOUTH GUYRA,NSW,2365
SOUTH HEDLAND,WA,6722
SOUTH HOBART,TAS,7004
SOUTH HOBART,TAS,7004
SOUTH HUMMOCKS,SA,5550
SOUTH HURSTVILLE,NSW,2221
SOUTH HURSTVILLE,NSW,2221
SOUTH INNISFAIL,QLD,4860
SOUTH INNISFAIL,QLD,4860
SOUTH ISIS,QLD,4660
SOUTH JOHNSTONE,QLD,4859
SOUTH JOHNSTONE,QLD,4859
SOUTH KALGOORLIE,WA,6430
SOUTH KALGOORLIE,WA,6430
SOUTH KEMPSEY,NSW,2440
SOUTH KEMPSEY,NSW,2440
SOUTH KILKERRAN,SA,5573
SOUTH KINGSVILLE,VIC,3015
SOUTH KINGSVILLE,VIC,3015
SOUTH KOLAN,QLD,4670
SOUTH KUKERIN,WA,6352
SOUTH KUKERIN,WA,6352
SOUTH KUMMININ,WA,6368
SOUTH KUNUNOPPIN,WA,6489
SOUTH KUNUNOPPIN,WA,6489
SOUTH LAKE,WA,6164
SOUTH LAKE GRACE,WA,6353
SOUTH LAKE GRACE,WA,6353
SOUTH LAKE GRACE,WA,6353
SOUTH LAUNCESTON,TAS,7249
SOUTH LAUNCESTON,TAS,7249
SOUTH LISMORE,NSW,2480
SOUTH LISMORE,NSW,2480
SOUTH LITTLETON,NSW,2790
SOUTH LITTLETON,NSW,2790
SOUTH MACKAY,QLD,4740
SOUTH MACKAY,QLD,4740
SOUTH MACKAY,QLD,4740
SOUTH MACLEAN,QLD,4280
SOUTH MACLEAN,QLD,4280
SOUTH MAITLAND,NSW,2320
SOUTH MAITLAND,NSW,2320
SOUTH MAROOTA,NSW,2756
SOUTH MAROOTA,NSW,2756
SOUTH MELBOURNE,VIC,3205
SOUTH MELBOURNE,VIC,3205
SOUTH MISSION BEACH,QLD,4852
SOUTH MORANG,VIC,3752
SOUTH MOUNT CAMERON,TAS,7264
SOUTH MURCHISON,WA,6635
SOUTH MURWILLUMBAH,NSW,2484
SOUTH NANANGO,QLD,4615
SOUTH NANANGO,QLD,4615
SOUTH NEWDEGATE,WA,6355
SOUTH NEWDEGATE,WA,6355
SOUTH NIETTA,TAS,7315
SOUTH NIETTA,TAS,7315
SOUTH NOWRA,NSW,2541
SOUTH NOWRA,NSW,2541
SOUTH PAMBULA,NSW,2549
SOUTH PAMBULA,NSW,2549
SOUTH PENRITH,NSW,2750
SOUTH PENRITH,NSW,2750
SOUTH PENRITH,NSW,2750
SOUTH PERTH,WA,6151
SOUTH PERTH,WA,6951
SOUTH PERTH,WA,6151
SOUTH PERTH,WA,6951
SOUTH PERTH ANGELO ST,WA,6151
SOUTH PERTH ANGELO ST,WA,6151
SOUTH PERTH ANGELO ST,WA,6151
SOUTH PLANTATIONS,WA,6701
SOUTH PLYMPTON,SA,5038
SOUTH PLYMPTON,SA,5038
SOUTH PRESTON,TAS,7315
SOUTH PRESTON,TAS,7315
SOUTH PRESTON,TAS,7315
SOUTH PURRUMBETE,VIC,3260
SOUTH QUAIRADING,WA,6383
SOUTH QUAIRADING,WA,6383
SOUTH RIANA,TAS,7316
SOUTH RIANA,TAS,7316
SOUTH RIPLEY,QLD,4306
SOUTH RIPLEY,QLD,4306
